"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / [Primary]","Included / International","Status","product.metafields.custom.quote"
"fairy-white-sliver","Fairy White Sliver","Hand-made resin creation: Fairy White Sliver.","Alison Resin Creations (ARC)","Resin Art","Fairy, Sliver, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/fairy-white-sliver.jpg","1","Fairy White Sliver","FALSE","Fairy White Sliver","Discover the Fairy White Sliver from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"family-flowered","Family (Flowered)","Hand-made resin creation: Family (Flowered).","Alison Resin Creations (ARC)","Resin Art","(Flowered), Family","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/family-%28flowered%29.jpg","1","Family (Flowered)","FALSE","Family (Flowered)","Discover the Family (Flowered) from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-cup-saucer","Flower Cup Saucer","Hand-made resin creation: Flower Cup Saucer.","Alison Resin Creations (ARC)","Resin Art","Blue, Cup, Flower, Saucer, White1, White2, Yellow","TRUE","Color","Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-cup-saucer-blue-.jpg","1","Flower Cup Saucer - Blue","FALSE","Flower Cup Saucer","Discover the Flower Cup Saucer from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-cup-saucer","Flower Cup Saucer","Hand-made resin creation: Flower Cup Saucer.","Alison Resin Creations (ARC)","Resin Art","Blue, Cup, Flower, Saucer, White1, White2, Yellow","TRUE","Color","White1",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-cup-saucer-white1-.jpg","2","Flower Cup Saucer - White1","FALSE","Flower Cup Saucer","Discover the Flower Cup Saucer from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-cup-saucer","Flower Cup Saucer","Hand-made resin creation: Flower Cup Saucer.","Alison Resin Creations (ARC)","Resin Art","Blue, Cup, Flower, Saucer, White1, White2, Yellow","TRUE","Color","White2",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-cup-saucer-white2.jpg","3","Flower Cup Saucer - White2","FALSE","Flower Cup Saucer","Discover the Flower Cup Saucer from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-cup-saucer","Flower Cup Saucer","Hand-made resin creation: Flower Cup Saucer.","Alison Resin Creations (ARC)","Resin Art","Blue, Cup, Flower, Saucer, White1, White2, Yellow","TRUE","Color","Yellow",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-cup-saucer-yellow-%282%29.jpg","4","Flower Cup Saucer - Yellow","FALSE","Flower Cup Saucer","Discover the Flower Cup Saucer from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-cup-saucer-white-2","Flower Cup Saucer White 2","Hand-made resin creation: Flower Cup Saucer White 2.","Alison Resin Creations (ARC)","Resin Art","2, Cup, Flower, Saucer, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-cup-saucer-white-2.jpg","1","Flower Cup Saucer White 2","FALSE","Flower Cup Saucer White 2","Discover the Flower Cup Saucer White 2 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-cup-saucerwhite2","Flower Cup Saucerwhite2","Hand-made resin creation: Flower Cup Saucerwhite2.","Alison Resin Creations (ARC)","Resin Art","Cup, Flower, Saucerwhite2","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-cup-saucerwhite2.jpg","1","Flower Cup Saucerwhite2","FALSE","Flower Cup Saucerwhite2","Discover the Flower Cup Saucerwhite2 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-jars","Flower Jars","Hand-made resin creation: Flower Jars.","Alison Resin Creations (ARC)","Resin Art","Blue, Flower, Jars, Mauve, Mix Light Red, Pink, Red","TRUE","Color","Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-jars-blue.jpg","1","Flower Jars - Blue","FALSE","Flower Jars","Discover the Flower Jars from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-jars","Flower Jars","Hand-made resin creation: Flower Jars.","Alison Resin Creations (ARC)","Resin Art","Blue, Flower, Jars, Mauve, Mix Light Red, Pink, Red","TRUE","Color","Mauve",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-jars-mauve.jpg","2","Flower Jars - Mauve","FALSE","Flower Jars","Discover the Flower Jars from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-jars","Flower Jars","Hand-made resin creation: Flower Jars.","Alison Resin Creations (ARC)","Resin Art","Blue, Flower, Jars, Mauve, Mix Light Red, Pink, Red","TRUE","Color","Mix Light Red",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-jars-mix.light-red.jpg","3","Flower Jars - Mix Light Red","FALSE","Flower Jars","Discover the Flower Jars from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-jars","Flower Jars","Hand-made resin creation: Flower Jars.","Alison Resin Creations (ARC)","Resin Art","Blue, Flower, Jars, Mauve, Mix Light Red, Pink, Red","TRUE","Color","Pink",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-jars-pink.jpg","4","Flower Jars - Pink","FALSE","Flower Jars","Discover the Flower Jars from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-jars","Flower Jars","Hand-made resin creation: Flower Jars.","Alison Resin Creations (ARC)","Resin Art","Blue, Flower, Jars, Mauve, Mix Light Red, Pink, Red","TRUE","Color","Red",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-jars-red.jpg","5","Flower Jars - Red","FALSE","Flower Jars","Discover the Flower Jars from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-jars-pink-1","Flower Jars Pink 1","Hand-made resin creation: Flower Jars Pink 1.","Alison Resin Creations (ARC)","Resin Art","1, Flower, Jars, Pink","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-jars-pink-1.jpg","1","Flower Jars Pink 1","FALSE","Flower Jars Pink 1","Discover the Flower Jars Pink 1 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-pot","Flower Pot","Hand-made resin creation: Flower Pot.","Alison Resin Creations (ARC)","Resin Art","Flower, Light Yellow, Pot, White","TRUE","Color","Light Yellow",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-pot-light-yellow.jpg","1","Flower Pot - Light Yellow","FALSE","Flower Pot","Discover the Flower Pot from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-pot","Flower Pot","Hand-made resin creation: Flower Pot.","Alison Resin Creations (ARC)","Resin Art","Flower, Light Yellow, Pot, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-pot-white.jpg","2","Flower Pot - White","FALSE","Flower Pot","Discover the Flower Pot from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-pots","Flower Pots","Hand-made resin creation: Flower Pots.","Alison Resin Creations (ARC)","Resin Art","Blue, Flower, Grey, Pots, Yellow","TRUE","Color","Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-pots-blue.jpg","1","Flower Pots - Blue","FALSE","Flower Pots","Discover the Flower Pots from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-pots","Flower Pots","Hand-made resin creation: Flower Pots.","Alison Resin Creations (ARC)","Resin Art","Blue, Flower, Grey, Pots, Yellow","TRUE","Color","Grey",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-pots-grey.jpg","2","Flower Pots - Grey","FALSE","Flower Pots","Discover the Flower Pots from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flower-pots","Flower Pots","Hand-made resin creation: Flower Pots.","Alison Resin Creations (ARC)","Resin Art","Blue, Flower, Grey, Pots, Yellow","TRUE","Color","Yellow",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flower-pots-yellow.jpg","3","Flower Pots - Yellow","FALSE","Flower Pots","Discover the Flower Pots from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flowered-butterfly","Flowered Butterfly","Hand-made resin creation: Flowered Butterfly.","Alison Resin Creations (ARC)","Resin Art","Butterfly, Clear, Flowered, White","TRUE","Color","Clear",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flowered-butterfly-clear.jpg","1","Flowered Butterfly - Clear","FALSE","Flowered Butterfly","Discover the Flowered Butterfly from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flowered-butterfly","Flowered Butterfly","Hand-made resin creation: Flowered Butterfly.","Alison Resin Creations (ARC)","Resin Art","Butterfly, Clear, Flowered, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flowered-butterfly-white.jpg","2","Flowered Butterfly - White","FALSE","Flowered Butterfly","Discover the Flowered Butterfly from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"flowers-on-wood-with-quote-1","Flowers On Wood With Quote 1","Hand-made resin creation: Flowers On Wood With Quote 1.","Alison Resin Creations (ARC)","Resin Art","1, Blue Mauve, Flowers, Quote, Wood","TRUE","Color","Blue Mauve",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/flowers-on-wood-with-quote-1-blue-mauve.jpg","1","Flowers On Wood With Quote 1 - Blue Mauve","FALSE","Flowers On Wood With Quote 1","Discover the Flowers On Wood With Quote 1 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"green-frog","Green Frog","Hand-made resin creation: Green Frog.","Alison Resin Creations (ARC)","Resin Art","Frog, Green","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/green-frog-%282%29.jpg","1","Green Frog","FALSE","Green Frog","Discover the Green Frog from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"hanging-ballon","Hanging Ballon","Hand-made resin creation: Hanging Ballon.","Alison Resin Creations (ARC)","Resin Art","Ballon, Hanging, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/hanging-ballon-white.jpg","1","Hanging Ballon - White","FALSE","Hanging Ballon","Discover the Hanging Ballon from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"hanging-balloon-flowers-qoute-5","Hanging Balloon Flowers Qoute 5","Hand-made resin creation: Hanging Balloon Flowers Qoute 5.","Alison Resin Creations (ARC)","Resin Art","5, Balloon, Flowers, Hanging, Qoute","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/hanging-balloon-flowers-qoute-5.jpg","1","Hanging Balloon Flowers Qoute 5","FALSE","Hanging Balloon Flowers Qoute 5","Discover the Hanging Balloon Flowers Qoute 5 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"hanging-balloon-with-jewels","Hanging Balloon With Jewels","Hand-made resin creation: Hanging Balloon With Jewels.","Alison Resin Creations (ARC)","Resin Art","Balloon, Hanging, Jewels","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/hanging-balloon-with-jewels.jpg","1","Hanging Balloon With Jewels","FALSE","Hanging Balloon With Jewels","Discover the Hanging Balloon With Jewels from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"hanging-butterfly","Hanging Butterfly","Hand-made resin creation: Hanging Butterfly.","Alison Resin Creations (ARC)","Resin Art","Brown, Butterfly, Hanging","TRUE","Color","Brown",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/hanging-butterfly-brown.jpg","1","Hanging Butterfly - Brown","FALSE","Hanging Butterfly","Discover the Hanging Butterfly from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"hanging-butterfly-with-flowers","Hanging Butterfly With Flowers","Hand-made resin creation: Hanging Butterfly With Flowers.","Alison Resin Creations (ARC)","Resin Art","Butterfly, Flowers, Hanging","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/hanging-butterfly-with-flowers.jpg","1","Hanging Butterfly With Flowers","FALSE","Hanging Butterfly With Flowers","Discover the Hanging Butterfly With Flowers from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"hanging-houses","Hanging Houses","Hand-made resin creation: Hanging Houses.","Alison Resin Creations (ARC)","Resin Art","Hanging, Houses, White, White Silver","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/hanging-houses-white-.jpg","1","Hanging Houses - White","FALSE","Hanging Houses","Discover the Hanging Houses from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"hanging-houses","Hanging Houses","Hand-made resin creation: Hanging Houses.","Alison Resin Creations (ARC)","Resin Art","Hanging, Houses, White, White Silver","TRUE","Color","White Silver",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/hanging-houses-white-silver-.jpg","2","Hanging Houses - White Silver","FALSE","Hanging Houses","Discover the Hanging Houses from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"heart-candel-holder-white-with-house","Heart Candel Holder White With House","Hand-made resin creation: Heart Candel Holder White With House.","Alison Resin Creations (ARC)","Resin Art","Candel, Heart, Holder, House, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/heart-candel-holder-white-with-house.jpg","1","Heart Candel Holder White With House","FALSE","Heart Candel Holder White With House","Discover the Heart Candel Holder White With House from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"heart-candel-holder-white-with-house-2","Heart Candel Holder White With House 2","Hand-made resin creation: Heart Candel Holder White With House 2.","Alison Resin Creations (ARC)","Resin Art","2, Candel, Heart, Holder, House, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/heart-candel-holder-white-with-house-2.jpg","1","Heart Candel Holder White With House 2","FALSE","Heart Candel Holder White With House 2","Discover the Heart Candel Holder White With House 2 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"heart-candel-stich-holder-with-house-flowers-l","Heart Candel Stich Holder With House Flowers L","Hand-made resin creation: Heart Candel Stich Holder With House Flowers L.","Alison Resin Creations (ARC)","Resin Art","Candel, Flowers, Heart, Holder, House, L, Stich, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/heart-candel-stich-holder-with-house-flowers-l-white.jpg","1","Heart Candel Stich Holder With House Flowers L - White","FALSE","Heart Candel Stich Holder With House Flowers L","Discover the Heart Candel Stich Holder With House Flowers L from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"heart-candel-stich-holder-with-house-flowers-rwhite","Heart Candel Stich Holder With House Flowers Rwhite","Hand-made resin creation: Heart Candel Stich Holder With House Flowers Rwhite.","Alison Resin Creations (ARC)","Resin Art","Candel, Flowers, Heart, Holder, House, Rwhite, Stich","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/heart-candel-stich-holder-with-house-flowers-rwhite.jpg","1","Heart Candel Stich Holder With House Flowers Rwhite","FALSE","Heart Candel Stich Holder With House Flowers Rwhite","Discover the Heart Candel Stich Holder With House Flowers Rwhite from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"home-flowered","Home (Flowered)","Hand-made resin creation: Home (Flowered).","Alison Resin Creations (ARC)","Resin Art","(Flowered), Home","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/home-%28flowered%29.jpg","1","Home (Flowered)","FALSE","Home (Flowered)","Discover the Home (Flowered) from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"hot-air-balloon-quote-5","Hot Air Balloon Quote 5","Hand-made resin creation: Hot Air Balloon Quote 5.","Alison Resin Creations (ARC)","Resin Art","5, Air, Balloon, Hot, Quote","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/hot-air-balloon-quote-5.jpg","1","Hot Air Balloon Quote 5","FALSE","Hot Air Balloon Quote 5","Discover the Hot Air Balloon Quote 5 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"hot-air-balloon-white-long","Hot Air Balloon White Long","Hand-made resin creation: Hot Air Balloon White Long.","Alison Resin Creations (ARC)","Resin Art","Air, Balloon, Hot, Long, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/hot-air-balloon-white-long.jpg","1","Hot Air Balloon White Long","FALSE","Hot Air Balloon White Long","Discover the Hot Air Balloon White Long from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"hot-air-balloon-white-short","Hot Air Balloon White Short","Hand-made resin creation: Hot Air Balloon White Short.","Alison Resin Creations (ARC)","Resin Art","Air, Balloon, Hot, Short, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/hot-air-balloon-white-short.jpg","1","Hot Air Balloon White Short","FALSE","Hot Air Balloon White Short","Discover the Hot Air Balloon White Short from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"house","House","Hand-made resin creation: House.","Alison Resin Creations (ARC)","Resin Art","Green, House","TRUE","Color","Green",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/house-green.jpg","1","House - Green","FALSE","House","Discover the House from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"house-heart","House Heart","Hand-made resin creation: House Heart.","Alison Resin Creations (ARC)","Resin Art","Heart, House, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/house-heart-white.jpg","1","House Heart - White","FALSE","House Heart","Discover the House Heart from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"house-scene","House Scene","Hand-made resin creation: House Scene.","Alison Resin Creations (ARC)","Resin Art","House, Scene","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/house-scene.jpg","1","House Scene","FALSE","House Scene","Discover the House Scene from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"house-scene-log","House Scene Log","Hand-made resin creation: House Scene Log.","Alison Resin Creations (ARC)","Resin Art","House, Log, Scene","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/house_scene_log.jpg","1","House Scene Log","FALSE","House Scene Log","Discover the House Scene Log from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"house-scene-log-2","House Scene Log 2","Hand-made resin creation: House Scene Log 2.","Alison Resin Creations (ARC)","Resin Art","2, House, Log, Scene","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/house_scene_log_2.jpg","1","House Scene Log 2","FALSE","House Scene Log 2","Discover the House Scene Log 2 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"houses","Houses","Hand-made resin creation: Houses.","Alison Resin Creations (ARC)","Resin Art","Houses, Yellow","TRUE","Color","Yellow",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/houses-yellow.jpg","1","Houses - Yellow","FALSE","Houses","Discover the Houses from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"houses-scene-1","Houses Scene 1","Hand-made resin creation: Houses Scene 1.","Alison Resin Creations (ARC)","Resin Art","1, Houses, Scene","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/houses-scene-1.jpg","1","Houses Scene 1","FALSE","Houses Scene 1","Discover the Houses Scene 1 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"houses-scene-2","Houses Scene 2","Hand-made resin creation: Houses Scene 2.","Alison Resin Creations (ARC)","Resin Art","2, Houses, Scene","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/houses-scene-2.jpg","1","Houses Scene 2","FALSE","Houses Scene 2","Discover the Houses Scene 2 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"houses-scene-3","Houses Scene 3","Hand-made resin creation: Houses Scene 3.","Alison Resin Creations (ARC)","Resin Art","3, Houses, Scene","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/houses-scene-3.jpg","1","Houses Scene 3","FALSE","Houses Scene 3","Discover the Houses Scene 3 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
