"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / [Primary]","Included / International","Status","product.metafields.custom.quote"
"balloon-teddy-set","Balloon Teddy Set","Hand-made resin creation: Balloon Teddy Set.","Alison Resin Creations (ARC)","Resin Art","Balloon, Pink, Set, Teddy, White, Yellow","TRUE","Color","Pink",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/balloon-teddy-set-pink.jpg","1","Balloon Teddy Set - Pink","FALSE","Balloon Teddy Set","Discover the Balloon Teddy Set from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"balloon-teddy-set","Balloon Teddy Set","Hand-made resin creation: Balloon Teddy Set.","Alison Resin Creations (ARC)","Resin Art","Balloon, Pink, Set, Teddy, White, Yellow","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/balloon-teddy-set-white.jpg","2","Balloon Teddy Set - White","FALSE","Balloon Teddy Set","Discover the Balloon Teddy Set from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"balloon-teddy-set","Balloon Teddy Set","Hand-made resin creation: Balloon Teddy Set.","Alison Resin Creations (ARC)","Resin Art","Balloon, Pink, Set, Teddy, White, Yellow","TRUE","Color","Yellow",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/balloon-teddy-set-yellow.jpg","3","Balloon Teddy Set - Yellow","FALSE","Balloon Teddy Set","Discover the Balloon Teddy Set from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"big-coloured-light-up-house-scene","Big Coloured Light Up House Scene","Hand-made resin creation: Big Coloured Light Up House Scene.","Alison Resin Creations (ARC)","Resin Art","Big, Coloured, House, Light, Scene, Up","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/big-coloured-light-up-house-scene.jpg","1","Big Coloured Light Up House Scene","FALSE","Big Coloured Light Up House Scene","Discover the Big Coloured Light Up House Scene from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"big-house-scene","Big House Scene","Hand-made resin creation: Big House Scene.","Alison Resin Creations (ARC)","Resin Art","Big, House, Scene","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/big-house-scene-%282%29.jpg","1","Big House Scene","FALSE","Big House Scene","Discover the Big House Scene from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"big-light-up-house-scene","Big Light Up House Scene","Hand-made resin creation: Big Light Up House Scene.","Alison Resin Creations (ARC)","Resin Art","Big, House, Light, Scene, Up","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/big-light-up-house-scene.jpg","1","Big Light Up House Scene","FALSE","Big Light Up House Scene","Discover the Big Light Up House Scene from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"birds-in-house","Birds In House","Hand-made resin creation: Birds In House.","Alison Resin Creations (ARC)","Resin Art","Birds, House, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/birds-in-house-white.jpg","1","Birds In House - White","FALSE","Birds In House","Discover the Birds In House from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"birds-on-branch","Birds On Branch","Hand-made resin creation: Birds On Branch.","Alison Resin Creations (ARC)","Resin Art","Birds, Branch","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/birds-on-branch-.jpg","1","Birds On Branch","FALSE","Birds On Branch","Discover the Birds On Branch from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"birds-white-in-circle","Birds White In Circle","Hand-made resin creation: Birds White In Circle.","Alison Resin Creations (ARC)","Resin Art","Birds, Circle, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/birds-white-in-circle.jpg","1","Birds White In Circle","FALSE","Birds White In Circle","Discover the Birds White In Circle from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"blue-frog","Blue Frog","Hand-made resin creation: Blue Frog.","Alison Resin Creations (ARC)","Resin Art","Blue, Frog","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/blue-frog-%282%29.jpg","1","Blue Frog","FALSE","Blue Frog","Discover the Blue Frog from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"boat-with-flower-anchor","Boat With Flower Anchor","Hand-made resin creation: Boat With Flower Anchor.","Alison Resin Creations (ARC)","Resin Art","Anchor, Boat, Flower, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/boat-with-flower-anchor-white.jpg","1","Boat With Flower Anchor - White","FALSE","Boat With Flower Anchor","Discover the Boat With Flower Anchor from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"boat-with-flower-anchor-gold-rope","Boat With Flower Anchor Gold Rope","Hand-made resin creation: Boat With Flower Anchor Gold Rope.","Alison Resin Creations (ARC)","Resin Art","Anchor, Boat, Flower, Gold, Rope","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/boat-with-flower-anchor-gold-rope.jpg","1","Boat With Flower Anchor Gold Rope","FALSE","Boat With Flower Anchor Gold Rope","Discover the Boat With Flower Anchor Gold Rope from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"brown-butterfly","Brown Butterfly","Hand-made resin creation: Brown Butterfly.","Alison Resin Creations (ARC)","Resin Art","Brown, Butterfly","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/brown-butterfly.jpg","1","Brown Butterfly","FALSE","Brown Butterfly","Discover the Brown Butterfly from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"butterfly-bday-60","Butterfly Bday 60","Hand-made resin creation: Butterfly Bday 60.","Alison Resin Creations (ARC)","Resin Art","60, Bday, Butterfly, Clear","TRUE","Color","Clear",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/butterfly-bday-60-clear.jpg","1","Butterfly Bday 60 - Clear","FALSE","Butterfly Bday 60","Discover the Butterfly Bday 60 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"butterfly-white-quote-1","Butterfly White Quote 1","Hand-made resin creation: Butterfly White Quote 1.","Alison Resin Creations (ARC)","Resin Art","1, Butterfly, Quote, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/butterfly-white-quote-1-.jpg","1","Butterfly White Quote 1","FALSE","Butterfly White Quote 1","Discover the Butterfly White Quote 1 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"butterfly-white-quote-2","Butterfly White Quote 2","Hand-made resin creation: Butterfly White Quote 2.","Alison Resin Creations (ARC)","Resin Art","2, Butterfly, Quote, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/Butterfly%20white%20quote%202%20%282%29.jpg","1","Butterfly White Quote 2","FALSE","Butterfly White Quote 2","Discover the Butterfly White Quote 2 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"butterfly-white-quote-3","Butterfly White Quote 3","Hand-made resin creation: Butterfly White Quote 3.","Alison Resin Creations (ARC)","Resin Art","3, Butterfly, Quote, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/butterfly-white-quote-3.jpg","1","Butterfly White Quote 3","FALSE","Butterfly White Quote 3","Discover the Butterfly White Quote 3 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"cat","Cat","Hand-made resin creation: Cat.","Alison Resin Creations (ARC)","Resin Art","Brown White, Cat, Dark Silver, Gold Brown, Jade, Orange, Silver","TRUE","Color","Brown White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/cat-brown-white.jpg","1","Cat - Brown White","FALSE","Cat","Discover the Cat from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"cat","Cat","Hand-made resin creation: Cat.","Alison Resin Creations (ARC)","Resin Art","Brown White, Cat, Dark Silver, Gold Brown, Jade, Orange, Silver","TRUE","Color","Dark Silver",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/cat-dark-silver.jpg","2","Cat - Dark Silver","FALSE","Cat","Discover the Cat from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"cat","Cat","Hand-made resin creation: Cat.","Alison Resin Creations (ARC)","Resin Art","Brown White, Cat, Dark Silver, Gold Brown, Jade, Orange, Silver","TRUE","Color","Gold Brown",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/cat-gold-brown.jpg","3","Cat - Gold Brown","FALSE","Cat","Discover the Cat from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"cat","Cat","Hand-made resin creation: Cat.","Alison Resin Creations (ARC)","Resin Art","Brown White, Cat, Dark Silver, Gold Brown, Jade, Orange, Silver","TRUE","Color","Jade",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/cat-jade.jpg","4","Cat - Jade","FALSE","Cat","Discover the Cat from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"cat","Cat","Hand-made resin creation: Cat.","Alison Resin Creations (ARC)","Resin Art","Brown White, Cat, Dark Silver, Gold Brown, Jade, Orange, Silver","TRUE","Color","Orange",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/cat-orange.jpg","5","Cat - Orange","FALSE","Cat","Discover the Cat from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"cat","Cat","Hand-made resin creation: Cat.","Alison Resin Creations (ARC)","Resin Art","Brown White, Cat, Dark Silver, Gold Brown, Jade, Orange, Silver","TRUE","Color","Silver",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/cat-silver.jpg","6","Cat - Silver","FALSE","Cat","Discover the Cat from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"cat-dog","Cat & Dog","Hand-made resin creation: Cat & Dog.","Alison Resin Creations (ARC)","Resin Art","&, Cat, Dog","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/cat-%26-dog.jpg","1","Cat & Dog","FALSE","Cat & Dog","Discover the Cat & Dog from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"christmas-clear-hanging-ornaments","Christmas Clear Hanging Ornaments","Hand-made resin creation: Christmas Clear Hanging Ornaments.","Alison Resin Creations (ARC)","Resin Art","Christmas, Clear, Hanging, Ornaments","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/christmas-clear-hanging-ornaments.jpg","1","Christmas Clear Hanging Ornaments","FALSE","Christmas Clear Hanging Ornaments","Discover the Christmas Clear Hanging Ornaments from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"christmas-scene-2","Christmas Scene 2","Hand-made resin creation: Christmas Scene 2.","Alison Resin Creations (ARC)","Resin Art","2, Christmas, Scene","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/christmas-scene-2.jpg","1","Christmas Scene 2","FALSE","Christmas Scene 2","Discover the Christmas Scene 2 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"christmas-white-circle-hanging-ornament","Christmas White Circle Hanging Ornament","Hand-made resin creation: Christmas White Circle Hanging Ornament.","Alison Resin Creations (ARC)","Resin Art","Christmas, Circle, Hanging, Ornament, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/christmas-white-circle-hanging-ornament.jpg","1","Christmas White Circle Hanging Ornament","FALSE","Christmas White Circle Hanging Ornament","Discover the Christmas White Circle Hanging Ornament from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"christmas-white-hanging-ornament","Christmas White Hanging Ornament","Hand-made resin creation: Christmas White Hanging Ornament.","Alison Resin Creations (ARC)","Resin Art","Christmas, Hanging, Ornament, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/christmas-white-hanging-ornament.jpg","1","Christmas White Hanging Ornament","FALSE","Christmas White Hanging Ornament","Discover the Christmas White Hanging Ornament from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"christmas-white-scene-1","Christmas White Scene 1","Hand-made resin creation: Christmas White Scene 1.","Alison Resin Creations (ARC)","Resin Art","1, Christmas, Scene, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/christmas-white-scene-1.jpg","1","Christmas White Scene 1","FALSE","Christmas White Scene 1","Discover the Christmas White Scene 1 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"cloud-villiage-with-quote-7","Cloud Villiage With Quote 7","Hand-made resin creation: Cloud Villiage With Quote 7.","Alison Resin Creations (ARC)","Resin Art","7, Cloud, Quote, Villiage","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/cloud-villiage-with-quote-7.jpg","1","Cloud Villiage With Quote 7","FALSE","Cloud Villiage With Quote 7","Discover the Cloud Villiage With Quote 7 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"d-r-a-g-o-n","D R A G O N","Hand-made resin creation: D R A G O N.","Alison Resin Creations (ARC)","Resin Art","D, G, N, O, R","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dragon.jpg","1","D R A G O N","FALSE","D R A G O N","Discover the D R A G O N from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"dingy-and-anchor-sets","Dingy And Anchor Sets","Hand-made resin creation: Dingy And Anchor Sets.","Alison Resin Creations (ARC)","Resin Art","Anchor, Dingy, Sets","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dingy-and-anchor-sets.jpg","1","Dingy And Anchor Sets","FALSE","Dingy And Anchor Sets","Discover the Dingy And Anchor Sets from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"dingy-and-anchor-sets-white-rope","Dingy And Anchor Sets White Rope","Hand-made resin creation: Dingy And Anchor Sets White Rope.","Alison Resin Creations (ARC)","Resin Art","Anchor, Dingy, Rope, Sets, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dingy-and-anchor-sets-white-rope-%282%29.jpg","1","Dingy And Anchor Sets White Rope","FALSE","Dingy And Anchor Sets White Rope","Discover the Dingy And Anchor Sets White Rope from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"dingy-and-anchor-sets-with-gold-rope","Dingy And Anchor Sets With Gold Rope","Hand-made resin creation: Dingy And Anchor Sets With Gold Rope.","Alison Resin Creations (ARC)","Resin Art","Anchor, Dingy, Gold, Rope, Sets","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dingy-and-anchor-sets-with-gold-rope-%282%29.jpg","1","Dingy And Anchor Sets With Gold Rope","FALSE","Dingy And Anchor Sets With Gold Rope","Discover the Dingy And Anchor Sets With Gold Rope from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"dog-cat","Dog & Cat","Hand-made resin creation: Dog & Cat.","Alison Resin Creations (ARC)","Resin Art","&, Cat, Dog, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dog-%26-cat-white.jpg","1","Dog & Cat - White","FALSE","Dog & Cat","Discover the Dog & Cat from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"dragon-fly-with-flowers","Dragon Fly With Flowers","Hand-made resin creation: Dragon Fly With Flowers.","Alison Resin Creations (ARC)","Resin Art","Clear, Dragon, Flowers, Fly","TRUE","Color","Clear",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dragon-fly-with-flowers-clear.jpg","1","Dragon Fly With Flowers - Clear","FALSE","Dragon Fly With Flowers","Discover the Dragon Fly With Flowers from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"dragonfly","Dragonfly","Hand-made resin creation: Dragonfly.","Alison Resin Creations (ARC)","Resin Art","Dragonfly, Purple, Red","TRUE","Color","Purple",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dragonfly-purple.jpg","1","Dragonfly - Purple","FALSE","Dragonfly","Discover the Dragonfly from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"dragonfly","Dragonfly","Hand-made resin creation: Dragonfly.","Alison Resin Creations (ARC)","Resin Art","Dragonfly, Purple, Red","TRUE","Color","Red",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dragonfly-red.jpg","2","Dragonfly - Red","FALSE","Dragonfly","Discover the Dragonfly from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"dragonfly-plaque-1","Dragonfly Plaque 1","Hand-made resin creation: Dragonfly Plaque 1.","Alison Resin Creations (ARC)","Resin Art","1, Dragonfly, Plaque","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dragonfly-plaque-1.jpg","1","Dragonfly Plaque 1","FALSE","Dragonfly Plaque 1","Discover the Dragonfly Plaque 1 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"dragonfly-plaque-2","Dragonfly Plaque 2","Hand-made resin creation: Dragonfly Plaque 2.","Alison Resin Creations (ARC)","Resin Art","2, Dragonfly, Plaque","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dragonfly-plaque-2.jpg","1","Dragonfly Plaque 2","FALSE","Dragonfly Plaque 2","Discover the Dragonfly Plaque 2 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"dragonfly-with-flowers-white-back","Dragonfly With Flowers White Back","Hand-made resin creation: Dragonfly With Flowers White Back.","Alison Resin Creations (ARC)","Resin Art","Back, Dragonfly, Flowers, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/dragonfly-with-flowers-white-back.jpg","1","Dragonfly With Flowers White Back","FALSE","Dragonfly With Flowers White Back","Discover the Dragonfly With Flowers White Back from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"elephant","Elephant","Hand-made resin creation: Elephant.","Alison Resin Creations (ARC)","Resin Art","Elephant, Jade, White Green","TRUE","Color","Jade",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/elephant-jade.jpg","1","Elephant - Jade","FALSE","Elephant","Discover the Elephant from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"elephant","Elephant","Hand-made resin creation: Elephant.","Alison Resin Creations (ARC)","Resin Art","Elephant, Jade, White Green","TRUE","Color","White Green",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/elephant-white-green.jpg","2","Elephant - White Green","FALSE","Elephant","Discover the Elephant from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"fairy","Fairy","Hand-made resin creation: Fairy.","Alison Resin Creations (ARC)","Resin Art","Cream, Fairy, Mauve, Silver","TRUE","Color","Cream",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/fairy-cream.jpg","1","Fairy - Cream","FALSE","Fairy","Discover the Fairy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"fairy","Fairy","Hand-made resin creation: Fairy.","Alison Resin Creations (ARC)","Resin Art","Cream, Fairy, Mauve, Silver","TRUE","Color","Mauve",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/fairy-mauve.jpg","2","Fairy - Mauve","FALSE","Fairy","Discover the Fairy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"fairy","Fairy","Hand-made resin creation: Fairy.","Alison Resin Creations (ARC)","Resin Art","Cream, Fairy, Mauve, Silver","TRUE","Color","Silver",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/fairy-silver.jpg","3","Fairy - Silver","FALSE","Fairy","Discover the Fairy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"fairy-white-silver-2","Fairy White Silver 2","Hand-made resin creation: Fairy White Silver 2.","Alison Resin Creations (ARC)","Resin Art","2, Fairy, Silver, White","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/fairy-white-silver-2.jpg","1","Fairy White Silver 2","FALSE","Fairy White Silver 2","Discover the Fairy White Silver 2 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
