"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","ModeWithoutHardLink","BaseName","ResolvedTarget","Target","LinkType","Name","Parent","Root","Exists","FullName","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","LinkTarget","UnixFileMode","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\hanging-butterfly-with-flowers.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","hanging-butterfly-with-flowers.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","hanging-butterfly-with-flowers","C:\GitRepos\alisoncreations\resources\images\hanging-butterfly-with-flowers.jpg",,,"hanging-butterfly-with-flowers.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\hanging-butterfly-with-flowers.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\hanging-houses-white-.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","hanging-houses-white-.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","hanging-houses-white-","C:\GitRepos\alisoncreations\resources\images\hanging-houses-white-.jpg",,,"hanging-houses-white-.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\hanging-houses-white-.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\hanging-houses-white-silver-.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","hanging-houses-white-silver-.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","hanging-houses-white-silver-","C:\GitRepos\alisoncreations\resources\images\hanging-houses-white-silver-.jpg",,,"hanging-houses-white-silver-.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\hanging-houses-white-silver-.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\heart-candel-holder-white-with-house-2.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","heart-candel-holder-white-with-house-2.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","heart-candel-holder-white-with-house-2","C:\GitRepos\alisoncreations\resources\images\heart-candel-holder-white-with-house-2.jpg",,,"heart-candel-holder-white-with-house-2.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\heart-candel-holder-white-with-house-2.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\heart-candel-holder-white-with-house.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","heart-candel-holder-white-with-house.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","heart-candel-holder-white-with-house","C:\GitRepos\alisoncreations\resources\images\heart-candel-holder-white-with-house.jpg",,,"heart-candel-holder-white-with-house.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\heart-candel-holder-white-with-house.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\heart-candel-stich-holder-with-house-flowers-l-white.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","heart-candel-stich-holder-with-house-flowers-l-white.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","heart-candel-stich-holder-with-house-flowers-l-white","C:\GitRepos\alisoncreations\resources\images\heart-candel-stich-holder-with-house-flowers-l-white.jpg",,,"heart-candel-stich-holder-with-house-flowers-l-white.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\heart-candel-stich-holder-with-house-flowers-l-white.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\heart-candel-stich-holder-with-house-flowers-rwhite.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","heart-candel-stich-holder-with-house-flowers-rwhite.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","heart-candel-stich-holder-with-house-flowers-rwhite","C:\GitRepos\alisoncreations\resources\images\heart-candel-stich-holder-with-house-flowers-rwhite.jpg",,,"heart-candel-stich-holder-with-house-flowers-rwhite.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\heart-candel-stich-holder-with-house-flowers-rwhite.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\home-(flowered).jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","home-(flowered).jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","home-(flowered)","C:\GitRepos\alisoncreations\resources\images\home-(flowered).jpg",,,"home-(flowered).jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\home-(flowered).jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\hot-air-balloon-quote-5.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","hot-air-balloon-quote-5.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","hot-air-balloon-quote-5","C:\GitRepos\alisoncreations\resources\images\hot-air-balloon-quote-5.jpg",,,"hot-air-balloon-quote-5.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\hot-air-balloon-quote-5.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\hot-air-balloon-white-long.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","hot-air-balloon-white-long.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","hot-air-balloon-white-long","C:\GitRepos\alisoncreations\resources\images\hot-air-balloon-white-long.jpg",,,"hot-air-balloon-white-long.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\hot-air-balloon-white-long.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\hot-air-balloon-white-short.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","hot-air-balloon-white-short.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","hot-air-balloon-white-short","C:\GitRepos\alisoncreations\resources\images\hot-air-balloon-white-short.jpg",,,"hot-air-balloon-white-short.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\hot-air-balloon-white-short.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\house_scene_log_2.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","house_scene_log_2.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","house_scene_log_2","C:\GitRepos\alisoncreations\resources\images\house_scene_log_2.jpg",,,"house_scene_log_2.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\house_scene_log_2.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","05/10/2025 17:24:29","05/10/2025 16:24:29","01/06/2025 13:36:35","01/06/2025 12:36:35",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\house_scene_log.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","house_scene_log.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","house_scene_log","C:\GitRepos\alisoncreations\resources\images\house_scene_log.jpg",,,"house_scene_log.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\house_scene_log.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","05/10/2025 17:24:29","05/10/2025 16:24:29","01/06/2025 13:36:35","01/06/2025 12:36:35",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\house-green.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","house-green.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","house-green","C:\GitRepos\alisoncreations\resources\images\house-green.jpg",,,"house-green.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\house-green.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\house-heart-white.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","house-heart-white.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","house-heart-white","C:\GitRepos\alisoncreations\resources\images\house-heart-white.jpg",,,"house-heart-white.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\house-heart-white.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\house-scene.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","house-scene.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","house-scene","C:\GitRepos\alisoncreations\resources\images\house-scene.jpg",,,"house-scene.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\house-scene.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\houses-scene-1.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","houses-scene-1.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","houses-scene-1","C:\GitRepos\alisoncreations\resources\images\houses-scene-1.jpg",,,"houses-scene-1.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\houses-scene-1.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\houses-scene-2.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","houses-scene-2.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","houses-scene-2","C:\GitRepos\alisoncreations\resources\images\houses-scene-2.jpg",,,"houses-scene-2.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\houses-scene-2.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\houses-scene-3.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","houses-scene-3.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","houses-scene-3","C:\GitRepos\alisoncreations\resources\images\houses-scene-3.jpg",,,"houses-scene-3.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\houses-scene-3.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\houses-yellow.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","houses-yellow.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","houses-yellow","C:\GitRepos\alisoncreations\resources\images\houses-yellow.jpg",,,"houses-yellow.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\houses-yellow.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\light-up-christmas-trees.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","light-up-christmas-trees.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","light-up-christmas-trees","C:\GitRepos\alisoncreations\resources\images\light-up-christmas-trees.jpg",,,"light-up-christmas-trees.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\light-up-christmas-trees.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\love-birds-.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","love-birds-.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","love-birds-","C:\GitRepos\alisoncreations\resources\images\love-birds-.jpg",,,"love-birds-.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\love-birds-.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\ouote-on-wood-blue-mauve-quote-1.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","ouote-on-wood-blue-mauve-quote-1.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","ouote-on-wood-blue-mauve-quote-1","C:\GitRepos\alisoncreations\resources\images\ouote-on-wood-blue-mauve-quote-1.jpg",,,"ouote-on-wood-blue-mauve-quote-1.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\ouote-on-wood-blue-mauve-quote-1.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\paw-print-quote-4.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","paw-print-quote-4.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","paw-print-quote-4","C:\GitRepos\alisoncreations\resources\images\paw-print-quote-4.jpg",,,"paw-print-quote-4.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\paw-print-quote-4.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\pawprint-quote-4.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","pawprint-quote-4.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","pawprint-quote-4","C:\GitRepos\alisoncreations\resources\images\pawprint-quote-4.jpg",,,"pawprint-quote-4.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\pawprint-quote-4.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-blue-.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","peek-a-boo-teddy-blue-.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","peek-a-boo-teddy-blue-","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-blue-.jpg",,,"peek-a-boo-teddy-blue-.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-blue-.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-jade.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","peek-a-boo-teddy-jade.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","peek-a-boo-teddy-jade","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-jade.jpg",,,"peek-a-boo-teddy-jade.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-jade.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-light-blue.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","peek-a-boo-teddy-light-blue.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","peek-a-boo-teddy-light-blue","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-light-blue.jpg",,,"peek-a-boo-teddy-light-blue.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-light-blue.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-pink-white.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","peek-a-boo-teddy-pink-white.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","peek-a-boo-teddy-pink-white","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-pink-white.jpg",,,"peek-a-boo-teddy-pink-white.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-pink-white.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-pink.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","peek-a-boo-teddy-pink.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","peek-a-boo-teddy-pink","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-pink.jpg",,,"peek-a-boo-teddy-pink.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-pink.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-white.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","peek-a-boo-teddy-white.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","peek-a-boo-teddy-white","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-white.jpg",,,"peek-a-boo-teddy-white.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy-white.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","peek-a-boo-teddy.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","peek-a-boo-teddy","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy.jpg",,,"peek-a-boo-teddy.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\peek-a-boo-teddy.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\raindeer-blue.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","raindeer-blue.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","raindeer-blue","C:\GitRepos\alisoncreations\resources\images\raindeer-blue.jpg",,,"raindeer-blue.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\raindeer-blue.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\raindeer-brown-clear.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","raindeer-brown-clear.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","raindeer-brown-clear","C:\GitRepos\alisoncreations\resources\images\raindeer-brown-clear.jpg",,,"raindeer-brown-clear.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\raindeer-brown-clear.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\raindeer-brown.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","raindeer-brown.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","raindeer-brown","C:\GitRepos\alisoncreations\resources\images\raindeer-brown.jpg",,,"raindeer-brown.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\raindeer-brown.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\raindeer-green.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","raindeer-green.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","raindeer-green","C:\GitRepos\alisoncreations\resources\images\raindeer-green.jpg",,,"raindeer-green.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\raindeer-green.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\raindeer-white.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","raindeer-white.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","raindeer-white","C:\GitRepos\alisoncreations\resources\images\raindeer-white.jpg",,,"raindeer-white.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\raindeer-white.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\rose-teddy-blue-white.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","rose-teddy-blue-white.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","rose-teddy-blue-white","C:\GitRepos\alisoncreations\resources\images\rose-teddy-blue-white.jpg",,,"rose-teddy-blue-white.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\rose-teddy-blue-white.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\rose-teddy-brown-red.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","rose-teddy-brown-red.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","rose-teddy-brown-red","C:\GitRepos\alisoncreations\resources\images\rose-teddy-brown-red.jpg",,,"rose-teddy-brown-red.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\rose-teddy-brown-red.jpg",".jpg","05/10/2025 13:49:50","05/10/2025 12:49:50","05/10/2025 17:24:29","05/10/2025 16:24:29","05/10/2025 13:49:50","05/10/2025 12:49:50",,"-1","Archive"
