"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","Mode","ModeWithoutHardLink","BaseName","ResolvedTarget","Target","LinkType","Name","Parent","Root","Exists","FullName","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","LinkTarget","UnixFileMode","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\cat-orange.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","cat-orange.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","cat-orange","C:\GitRepos\alisoncreations\resources\images\cat-orange.jpg",,,"cat-orange.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\cat-orange.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:25","15/06/2025 13:09:25",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\cat-silver.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","cat-silver.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","cat-silver","C:\GitRepos\alisoncreations\resources\images\cat-silver.jpg",,,"cat-silver.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\cat-silver.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:23","15/06/2025 13:09:23",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\christmas-clear-hanging-ornaments.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","christmas-clear-hanging-ornaments.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","christmas-clear-hanging-ornaments","C:\GitRepos\alisoncreations\resources\images\christmas-clear-hanging-ornaments.jpg",,,"christmas-clear-hanging-ornaments.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\christmas-clear-hanging-ornaments.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:59","15/06/2025 13:08:59",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\christmas-scene-2.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","christmas-scene-2.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","christmas-scene-2","C:\GitRepos\alisoncreations\resources\images\christmas-scene-2.jpg",,,"christmas-scene-2.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\christmas-scene-2.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:52","15/06/2025 13:08:52",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\christmas-white-circle-hanging-ornament.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","christmas-white-circle-hanging-ornament.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","christmas-white-circle-hanging-ornament","C:\GitRepos\alisoncreations\resources\images\christmas-white-circle-hanging-ornament.jpg",,,"christmas-white-circle-hanging-ornament.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\christmas-white-circle-hanging-ornament.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:13","15/06/2025 13:08:13",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\christmas-white-hanging-ornament.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","christmas-white-hanging-ornament.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","christmas-white-hanging-ornament","C:\GitRepos\alisoncreations\resources\images\christmas-white-hanging-ornament.jpg",,,"christmas-white-hanging-ornament.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\christmas-white-hanging-ornament.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:24","15/06/2025 13:09:24",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\christmas-white-scene-1.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","christmas-white-scene-1.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","christmas-white-scene-1","C:\GitRepos\alisoncreations\resources\images\christmas-white-scene-1.jpg",,,"christmas-white-scene-1.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\christmas-white-scene-1.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:12","15/06/2025 13:08:12",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\cloud-villiage-with-quote-7.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","cloud-villiage-with-quote-7.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","cloud-villiage-with-quote-7","C:\GitRepos\alisoncreations\resources\images\cloud-villiage-with-quote-7.jpg",,,"cloud-villiage-with-quote-7.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\cloud-villiage-with-quote-7.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:24","15/06/2025 13:09:24",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-white-rope-(2).jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dingy-and-anchor-sets-white-rope-(2).jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dingy-and-anchor-sets-white-rope-(2)","C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-white-rope-(2).jpg",,,"dingy-and-anchor-sets-white-rope-(2).jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-white-rope-(2).jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:15","15/06/2025 13:09:15",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-white-rope.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dingy-and-anchor-sets-white-rope.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dingy-and-anchor-sets-white-rope","C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-white-rope.jpg",,,"dingy-and-anchor-sets-white-rope.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-white-rope.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:59","15/06/2025 13:08:59",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-with-gold-rope-(2).jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dingy-and-anchor-sets-with-gold-rope-(2).jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dingy-and-anchor-sets-with-gold-rope-(2)","C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-with-gold-rope-(2).jpg",,,"dingy-and-anchor-sets-with-gold-rope-(2).jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-with-gold-rope-(2).jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:58","15/06/2025 13:08:58",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-with-gold-rope.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dingy-and-anchor-sets-with-gold-rope.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dingy-and-anchor-sets-with-gold-rope","C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-with-gold-rope.jpg",,,"dingy-and-anchor-sets-with-gold-rope.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets-with-gold-rope.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:09","15/06/2025 13:09:09",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dingy-and-anchor-sets.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dingy-and-anchor-sets","C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets.jpg",,,"dingy-and-anchor-sets.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dingy-and-anchor-sets.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:03","15/06/2025 13:09:03",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dog-&-cat-white.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dog-&-cat-white.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dog-&-cat-white","C:\GitRepos\alisoncreations\resources\images\dog-&-cat-white.jpg",,,"dog-&-cat-white.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dog-&-cat-white.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:56","15/06/2025 13:08:56",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dragon-fly-with-flowers-clear.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dragon-fly-with-flowers-clear.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dragon-fly-with-flowers-clear","C:\GitRepos\alisoncreations\resources\images\dragon-fly-with-flowers-clear.jpg",,,"dragon-fly-with-flowers-clear.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dragon-fly-with-flowers-clear.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","01/06/2025 13:36:41","01/06/2025 12:36:41",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dragon.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dragon.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dragon","C:\GitRepos\alisoncreations\resources\images\dragon.jpg",,,"dragon.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dragon.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:05","15/06/2025 13:08:05",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dragonfly-plaque-1.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dragonfly-plaque-1.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dragonfly-plaque-1","C:\GitRepos\alisoncreations\resources\images\dragonfly-plaque-1.jpg",,,"dragonfly-plaque-1.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dragonfly-plaque-1.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:13","15/06/2025 13:08:13",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dragonfly-plaque-2.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dragonfly-plaque-2.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dragonfly-plaque-2","C:\GitRepos\alisoncreations\resources\images\dragonfly-plaque-2.jpg",,,"dragonfly-plaque-2.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dragonfly-plaque-2.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:36","15/06/2025 13:08:36",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dragonfly-purple.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dragonfly-purple.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dragonfly-purple","C:\GitRepos\alisoncreations\resources\images\dragonfly-purple.jpg",,,"dragonfly-purple.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dragonfly-purple.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","01/06/2025 13:36:41","01/06/2025 12:36:41",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dragonfly-red.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dragonfly-red.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dragonfly-red","C:\GitRepos\alisoncreations\resources\images\dragonfly-red.jpg",,,"dragonfly-red.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dragonfly-red.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","01/06/2025 13:36:41","01/06/2025 12:36:41",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\dragonfly-with-flowers-white-back.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","dragonfly-with-flowers-white-back.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","dragonfly-with-flowers-white-back","C:\GitRepos\alisoncreations\resources\images\dragonfly-with-flowers-white-back.jpg",,,"dragonfly-with-flowers-white-back.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\dragonfly-with-flowers-white-back.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","01/06/2025 13:36:41","01/06/2025 12:36:41",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\elephant-jade.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","elephant-jade.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","elephant-jade","C:\GitRepos\alisoncreations\resources\images\elephant-jade.jpg",,,"elephant-jade.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\elephant-jade.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:46","15/06/2025 13:08:46",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\elephant-white-green.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","elephant-white-green.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","elephant-white-green","C:\GitRepos\alisoncreations\resources\images\elephant-white-green.jpg",,,"elephant-white-green.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\elephant-white-green.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:52","15/06/2025 13:08:52",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\fairy-cream.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","fairy-cream.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","fairy-cream","C:\GitRepos\alisoncreations\resources\images\fairy-cream.jpg",,,"fairy-cream.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\fairy-cream.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:35","15/06/2025 13:08:35",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\fairy-mauve.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","fairy-mauve.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","fairy-mauve","C:\GitRepos\alisoncreations\resources\images\fairy-mauve.jpg",,,"fairy-mauve.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\fairy-mauve.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:41","15/06/2025 13:08:41",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\fairy-silver.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","fairy-silver.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","fairy-silver","C:\GitRepos\alisoncreations\resources\images\fairy-silver.jpg",,,"fairy-silver.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\fairy-silver.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:46","15/06/2025 13:08:46",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\fairy-white-silver-2.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","fairy-white-silver-2.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","fairy-white-silver-2","C:\GitRepos\alisoncreations\resources\images\fairy-white-silver-2.jpg",,,"fairy-white-silver-2.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\fairy-white-silver-2.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","01/06/2025 13:36:41","01/06/2025 12:36:41",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\fairy-white-sliver.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","fairy-white-sliver.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","fairy-white-sliver","C:\GitRepos\alisoncreations\resources\images\fairy-white-sliver.jpg",,,"fairy-white-sliver.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\fairy-white-sliver.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","01/06/2025 13:36:41","01/06/2025 12:36:41",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\family-(flowered).jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","family-(flowered).jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","family-(flowered)","C:\GitRepos\alisoncreations\resources\images\family-(flowered).jpg",,,"family-(flowered).jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\family-(flowered).jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:01","15/06/2025 13:09:01",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-blue-.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","flower-cup-saucer-blue-.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","flower-cup-saucer-blue-","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-blue-.jpg",,,"flower-cup-saucer-blue-.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-blue-.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:53","15/06/2025 13:08:53",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-blue.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","flower-cup-saucer-blue.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","flower-cup-saucer-blue","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-blue.jpg",,,"flower-cup-saucer-blue.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-blue.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:56","15/06/2025 13:08:56",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white-2.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","flower-cup-saucer-white-2.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","flower-cup-saucer-white-2","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white-2.jpg",,,"flower-cup-saucer-white-2.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white-2.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:01","15/06/2025 13:09:01",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white1-.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","flower-cup-saucer-white1-.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","flower-cup-saucer-white1-","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white1-.jpg",,,"flower-cup-saucer-white1-.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white1-.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:01","15/06/2025 13:09:01",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white1.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","flower-cup-saucer-white1.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","flower-cup-saucer-white1","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white1.jpg",,,"flower-cup-saucer-white1.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white1.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:24","15/06/2025 13:09:24",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white2.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","flower-cup-saucer-white2.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","flower-cup-saucer-white2","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white2.jpg",,,"flower-cup-saucer-white2.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-white2.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:52","15/06/2025 13:08:52",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-yellow-(2).jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","flower-cup-saucer-yellow-(2).jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","flower-cup-saucer-yellow-(2)","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-yellow-(2).jpg",,,"flower-cup-saucer-yellow-(2).jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-yellow-(2).jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:09:25","15/06/2025 13:09:25",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-yellow.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","flower-cup-saucer-yellow.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","flower-cup-saucer-yellow","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-yellow.jpg",,,"flower-cup-saucer-yellow.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucer-yellow.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:54","15/06/2025 13:08:54",,"-1","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images\flower-cup-saucerwhite2.jpg","Microsoft.PowerShell.Core\FileSystem::C:\GitRepos\alisoncreations\resources\images","flower-cup-saucerwhite2.jpg","C","Microsoft.PowerShell.Core\FileSystem","False","-a---","-a---","flower-cup-saucerwhite2","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucerwhite2.jpg",,,"flower-cup-saucerwhite2.jpg",,,"True","C:\GitRepos\alisoncreations\resources\images\flower-cup-saucerwhite2.jpg",".jpg","19/09/2025 13:15:14","19/09/2025 12:15:14","04/10/2025 23:56:39","04/10/2025 22:56:39","15/06/2025 14:08:52","15/06/2025 13:08:52",,"-1","Archive"
